position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,price,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,description,unclaimed_listing,user_review
13,Bistro Odette,ChIJtyViXBXzT0YR11n_uZ6LotU,0x464ff3155c6225b7:0xd5a28b9eb9ff59d7,15394019990147389911,https://serpapi.com/search.json?data_id=0x464ff3155c6225b7%3A0xd5a28b9eb9ff59d7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3155c6225b7%3A0xd5a28b9eb9ff59d7&engine=google_maps_photos&hl=sv,"{'latitude': 57.691859199999996, 'longitude': 11.950954099999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3155c6225b7%3A0xd5a28b9eb9ff59d7%218m2%213d57.691859199999996%214d11.950954099999999&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.8,145.0,,Bistro,"Olivedalsgatan 14B, 413 10 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '16:30–23', 'fredag': '16:30–23', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '16:30–23', 'tisdag': '16:30–23', 'onsdag': '16:30–23'}",+46 31 12 53 30,http://www.bistroodette.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipP33elJX5or8Y3wUp9w6sgqFPDxBcrXgAD4WEFb=w122-h92-k-no,,,"""pytteliten och supermysig restaurang med fokus på mat och vin."""
15,Foajébaren,ChIJjxp2tnbzT0YR6rwokHk8oM4,0x464ff376b6761a8f:0xcea03c799028bcea,14888966860894158058,https://serpapi.com/search.json?data_id=0x464ff376b6761a8f%3A0xcea03c799028bcea&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff376b6761a8f%3A0xcea03c799028bcea&engine=google_maps_photos&hl=sv,"{'latitude': 57.6974752, 'longitude': 11.9800202}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff376b6761a8f%3A0xcea03c799028bcea%218m2%213d57.6974752%214d11.9800202&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,2.0,1.0,,Restaurang,"Berzeliigatan, 412 53 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '11–22', 'fredag': '11–22', 'lördag': '12–23', 'söndag': '14–16', 'måndag': '11:30–18', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 76 843 40 90,http://www.goteborg.com/foajebaren/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNl3n6c91-bd5NYOZs5FQvtSCF4shs_nLXqETYR=w80-h142-k-no,,True,
16,Restaurang Usagi,ChIJexie1Gb0T0YRx5GGhZvaTqI,0x464ff466d49e187b:0xa24eda9b858691c7,11695525643822731719,https://serpapi.com/search.json?data_id=0x464ff466d49e187b%3A0xa24eda9b858691c7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff466d49e187b%3A0xa24eda9b858691c7&engine=google_maps_photos&hl=sv,"{'latitude': 57.7301636, 'longitude': 12.0125151}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff466d49e187b%3A0xa24eda9b858691c7%218m2%213d57.7301636%214d12.0125151&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,3.7,291.0,$$,Japansk restaurang,"Brahegatan 8, 415 01 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '11–01', 'fredag': '11–01', 'lördag': '11–01', 'söndag': '11–01', 'måndag': '11–01', 'tisdag': '11–01', 'onsdag': '11–01'}",+46 31 21 69 93,,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipMoBhLRgkhjH3LIH9xdYM9A9fwzHRBrC-Zwm0Bn=w122-h92-k-no,,,
18,Taverna Sagapo,ChIJhbP6GzLzT0YRuGapiSsN6QI,0x464ff3321bfab385:0x2e90d2b89a966b8,209713338293774008,https://serpapi.com/search.json?data_id=0x464ff3321bfab385%3A0x2e90d2b89a966b8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3321bfab385%3A0x2e90d2b89a966b8&engine=google_maps_photos&hl=sv,"{'latitude': 57.7064197, 'longitude': 12.0250722}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3321bfab385%3A0x2e90d2b89a966b8%218m2%213d57.7064197%214d12.0250722&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.3,14.0,,Restaurang,"Wingårdsgatan 11B, 416 54 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '17–22', 'fredag': '15–23', 'lördag': '14–23', 'söndag': '14–22', 'måndag': '17–22', 'tisdag': '17–22', 'onsdag': '17–22'}",+46 31 21 11 44,,"{'servering': True, 'avhämtning': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipPcdH7Ow7dWIB3klopukY1AUVz2p_cHxzXRF1tP=w80-h106-k-no,,,
19,Pasta Etc,ChIJnUIBTZ_zT0YRIBF-NtSoU7Q,0x464ff39f4d01429d:0xb453a8d4367e1120,12993914979294777632,https://serpapi.com/search.json?data_id=0x464ff39f4d01429d%3A0xb453a8d4367e1120&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39f4d01429d%3A0xb453a8d4367e1120&engine=google_maps_photos&hl=sv,"{'latitude': 57.6900675, 'longitude': 11.9933068}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39f4d01429d%3A0xb453a8d4367e1120%218m2%213d57.6900675%214d11.9933068&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.2,600.0,$$,Italiensk restaurang,"Mölndalsvägen 15, 412 63 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '11–22', 'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–21', 'måndag': '11–14:30', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 40 67 20,http://www.pasta-etc.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipMq0I29jB8P5j7sjF9KIK4YO8tMvaHTV3VnSrc5=w122-h92-k-no,,,
20,Tapasbaren,ChIJPUWWEjLzT0YREa6HhxHE0S8,0x464ff3321296453d:0x2fd1c4118787ae11,3445750769482444305,https://serpapi.com/search.json?data_id=0x464ff3321296453d%3A0x2fd1c4118787ae11&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3321296453d%3A0x2fd1c4118787ae11&engine=google_maps_photos&hl=sv,"{'latitude': 57.6855796, 'longitude': 11.9183072}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3321296453d%3A0x2fd1c4118787ae11%218m2%213d57.6855796%214d11.9183072&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.4,372.0,$$,Tapasbar,"Mariagatan 17, 414 71 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '17–01', 'fredag': '17–01', 'lördag': '15–01', 'söndag': '17–01', 'måndag': '17–01', 'tisdag': '17–01', 'onsdag': '17–01'}",+46 31 42 42 11,http://tapasbaren.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMZTNBQuHTZYJ44_6fL-UG5SzXA1P0WKKEKcDdL=w138-h92-k-no,,,
21,Restaurang Ullevigatan,ChIJjUU7-XvzT0YRLhZEbqKDvFY,0x464ff37bf93b458d:0x56bc83a26e44162e,6250015116541302318,https://serpapi.com/search.json?data_id=0x464ff37bf93b458d%3A0x56bc83a26e44162e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37bf93b458d%3A0x56bc83a26e44162e&engine=google_maps_photos&hl=sv,"{'latitude': 57.706616, 'longitude': 11.9838303}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37bf93b458d%3A0x56bc83a26e44162e%218m2%213d57.706616%214d11.9838303&engine=google_maps&google_domain=google.se&hl=sv&start=140&type=place,4.0,126.0,$$,Lunchrestaurang,"Ullevigatan 17-19, 411 40 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 10:45,Stängt ⋅ Öppnar fre kl. 10:45,"{'torsdag': '10:45–14', 'fredag': '10:45–14', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '10:45–14', 'tisdag': '10:45–14', 'onsdag': '10:45–14'}",+46 10 250 60 60,http://www.ullevigatan.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOSb_hfilzAMiJXNtCwOevuhmDQvgK85qvn238b=w163-h92-k-no,,True,
1,Cheers Pub & Sportbar,ChIJzQwakm7zT0YRY5Kxq_sPouM,0x464ff36e921a0ccd:0xe3a20ffbabb19263,16402690366428516963,https://serpapi.com/search.json?data_id=0x464ff36e921a0ccd%3A0xe3a20ffbabb19263&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36e921a0ccd%3A0xe3a20ffbabb19263&engine=google_maps_photos&hl=sv,"{'latitude': 57.698700699999996, 'longitude': 11.965426899999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36e921a0ccd%3A0xe3a20ffbabb19263%218m2%213d57.698700699999996%214d11.965426899999999&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.0,430.0,$$,Sportbar,"Viktoriagatan 10, 411 25 Göteborg, Sverige",Öppet ⋅ Stänger 01:30,Öppet ⋅ Stänger 01:30,"{'torsdag': '11–01:30', 'fredag': '11–01:30', 'lördag': '11–02', 'söndag': '11–01:30', 'måndag': '11–01:30', 'tisdag': '11–01:30', 'onsdag': '11–01:30'}",+46 31 48 55 11,https://cheerspub.se/,,https://lh5.googleusercontent.com/p/AF1QipOh9c_CAT1gBk4vGE21NowQI01S3KLNByOHCoLi=w122-h92-k-no,,,
2,Deli and Coffee,ChIJb9LbnGXzT0YRVAgDbeW18tg,0x464ff3659cdbd26f:0xd8f2b5e56d030854,15632757253537466452,https://serpapi.com/search.json?data_id=0x464ff3659cdbd26f%3A0xd8f2b5e56d030854&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3659cdbd26f%3A0xd8f2b5e56d030854&engine=google_maps_photos&hl=sv,"{'latitude': 57.7037884, 'longitude': 11.968629199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3659cdbd26f%3A0xd8f2b5e56d030854%218m2%213d57.7037884%214d11.968629199999999&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.1,134.0,,Salladsbar,"Kungstorget 12, 411 10 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–17:30', 'fredag': '11–17:30', 'lördag': '11–16', 'söndag': '12–16', 'måndag': '11–17:30', 'tisdag': '11–17:30', 'onsdag': '11–17:30'}",+46 31 13 10 02,http://www.deliandcoffee.com/,,https://lh5.googleusercontent.com/p/AF1QipM7DPLiXcu_aqj72xnRCLt-6tTiVOrHuXKC6Wgk=w163-h92-k-no,,True,
3,MAX Burgers,ChIJW3kOutvzT0YR3k2M3hYfZT0,0x464ff3dbba0e795b:0x3d651f16de8c4dde,4423976392044858846,https://serpapi.com/search.json?data_id=0x464ff3dbba0e795b%3A0x3d651f16de8c4dde&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3dbba0e795b%3A0x3d651f16de8c4dde&engine=google_maps_photos&hl=sv,"{'latitude': 57.7072678, 'longitude': 11.968867999999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3dbba0e795b%3A0x3d651f16de8c4dde%218m2%213d57.7072678%214d11.968867999999999&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,3.7,544.0,$$,Hamburgerrestaurang,"Norra Hamngatan 20, 411 06 Göteborg, Sverige",Öppet ⋅ Stänger 02,Öppet ⋅ Stänger 02,"{'torsdag': '09–02', 'fredag': '09–05', 'lördag': '09–05', 'söndag': '09–02', 'måndag': '09–02', 'tisdag': '09–02', 'onsdag': '09–02'}",+46 31 44 14 40,https://www.max.se/hitta-max/restauranger/goteborg-nordstan/,,https://lh5.googleusercontent.com/p/AF1QipOYZKLa1QoeYj2br1r1LJv9jdwO6QeEbEXa636w=w163-h92-k-no,,,
4,Latteria,ChIJnS2Oa2bzT0YRjqpvEcy15Q4,0x464ff3666b8e2d9d:0xee5b5cc116faa8e,1073463974268217998,https://serpapi.com/search.json?data_id=0x464ff3666b8e2d9d%3A0xee5b5cc116faa8e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3666b8e2d9d%3A0xee5b5cc116faa8e&engine=google_maps_photos&hl=sv,"{'latitude': 57.7052759, 'longitude': 11.9635748}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3666b8e2d9d%3A0xee5b5cc116faa8e%218m2%213d57.7052759%214d11.9635748&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.3,113.0,,Kafé,"Västra Hamngatan 6, 411 17 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 07:30,Stängt ⋅ Öppnar fre kl. 07:30,"{'torsdag': '07:30–18:15', 'fredag': '07:30–18:15', 'lördag': '08:30–17:30', 'söndag': 'Stängt', 'måndag': '07:30–18:15', 'tisdag': '07:30–18:15', 'onsdag': '07:30–18:15'}",+46 31 13 12 22,https://www.facebook.com/Latteriaiantikhallarna/?rf=399459606800028,,https://lh5.googleusercontent.com/p/AF1QipMS_g3rCR0f1yM08ztuBpWMyznhYYlw_CdNlCJC=w163-h92-k-no,,,
5,Brödernas,ChIJFUnJo2z1T0YR2AQchMgnTD8,0x464ff56ca3c94915:0x3f4c27c8841c04d8,4561064264782841048,https://serpapi.com/search.json?data_id=0x464ff56ca3c94915%3A0x3f4c27c8841c04d8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff56ca3c94915%3A0x3f4c27c8841c04d8&engine=google_maps_photos&hl=sv,"{'latitude': 57.721382899999995, 'longitude': 11.9537654}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff56ca3c94915%3A0x3f4c27c8841c04d8%218m2%213d57.721382899999995%214d11.9537654&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,3.5,147.0,$$,Hamburgerrestaurang,"Motorgatan 2, 417 05 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–21', 'lördag': '11–21', 'söndag': '12–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 31 52 55 30,https://www.brodernas.nu/restauranger/backaplan/,,https://lh5.googleusercontent.com/p/AF1QipPer9FvzS9qHOV1M9m4T5U-ifBGOzreZiMC6Ao=w122-h92-k-no,,,
6,Yoshi sushi,ChIJe7zOJGvzT0YRHTDAIhLUzNQ,0x464ff36b24cebc7b:0xd4ccd41222c0301d,15333864005647216669,https://serpapi.com/search.json?data_id=0x464ff36b24cebc7b%3A0xd4ccd41222c0301d&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36b24cebc7b%3A0xd4ccd41222c0301d&engine=google_maps_photos&hl=sv,"{'latitude': 57.6936714, 'longitude': 11.9565782}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36b24cebc7b%3A0xd4ccd41222c0301d%218m2%213d57.6936714%214d11.9565782&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.6,169.0,,Sushirestaurang,"Övre Husargatan 17, 413 14 Göteborg, Sverige",Stänger snart ⋅ 20:30 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 20:30 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–20:30', 'fredag': '11–20:30', 'lördag': '12–20:30', 'söndag': '12–20:30', 'måndag': '11–20:30', 'tisdag': '11–20:30', 'onsdag': '11–20:30'}",+46 31 13 60 07,http://www.yoshisushi.se/,,https://lh5.googleusercontent.com/p/AF1QipM2Tt6OzKWFX5HT_3W3R_WqGMUJR8B8LRisRTJI=w80-h93-k-no,,,
7,J.A. Pripps,ChIJLxoVhQzzT0YRC7c0h4_v16c,0x464ff30c85151a2f:0xa7d7ef8f8734b70b,12094398724054497035,https://serpapi.com/search.json?data_id=0x464ff30c85151a2f%3A0xa7d7ef8f8734b70b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff30c85151a2f%3A0xa7d7ef8f8734b70b&engine=google_maps_photos&hl=sv,"{'latitude': 57.6888575, 'longitude': 11.9745893}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff30c85151a2f%3A0xa7d7ef8f8734b70b%218m2%213d57.6888575%214d11.9745893&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.3,314.0,$,Bar,"Sven Hultins gata 4, 412 58 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '15–22', 'söndag': 'Stängt', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 772 39 50,http://www.chalmerskonferens.se/restauranger/johanneberg/j-a-pripps-pub-cafe/,,https://lh5.googleusercontent.com/p/AF1QipMcGpTfDQI5y1-Oa6jC9vFxEsrkzNj1ipw9b6ZD=w163-h92-k-no,,,
8,Ölstugan Tullen Lejonet,ChIJAQAAEID0T0YRrjInr90pWYw,0x464ff48010000001:0x8c5929ddaf2732ae,10113160470340252334,https://serpapi.com/search.json?data_id=0x464ff48010000001%3A0x8c5929ddaf2732ae&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff48010000001%3A0x8c5929ddaf2732ae&engine=google_maps_photos&hl=sv,"{'latitude': 57.7124804, 'longitude': 11.991092799999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff48010000001%3A0x8c5929ddaf2732ae%218m2%213d57.7124804%214d11.991092799999999&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.2,1538.0,$,Ölhall,"Friggagatan 27, 416 64 Göteborg, Sverige",Öppet ⋅ Stänger 00:30,Öppet ⋅ Stänger 00:30,"{'torsdag': '15–00:30', 'fredag': '15–00:30', 'lördag': '13–00:30', 'söndag': '13–23:30', 'måndag': '15–23:30', 'tisdag': '15–23:30', 'onsdag': '15–00:30'}",+46 76 313 05 96,https://www.olstugan.se/lejonet,,https://lh5.googleusercontent.com/p/AF1QipPdF65hLGzsEfIRFiW8HZ4EP47fWKeC9mA2ZY8=w80-h142-k-no,,,
9,Röda Sten Restaurang,ChIJg7teV8WNT0YRTN37ZQPNrCM,0x464f8dc5575ebb83:0x23accd0365fbdd4c,2570654901801311564,https://serpapi.com/search.json?data_id=0x464f8dc5575ebb83%3A0x23accd0365fbdd4c&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8dc5575ebb83%3A0x23accd0365fbdd4c&engine=google_maps_photos&hl=sv,"{'latitude': 57.6891544, 'longitude': 11.9013504}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8dc5575ebb83%3A0x23accd0365fbdd4c%218m2%213d57.6891544%214d11.9013504&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.3,1343.0,,Restaurang,"Röda Sten 1, 414 51 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11:30,Stängt ⋅ Öppnar fre kl. 11:30,"{'torsdag': '11:30–15', 'fredag': '11:30–15', 'lördag': '12–17', 'söndag': '12–17', 'måndag': '11:30–15', 'tisdag': '11:30–15', 'onsdag': '11:30–15'}",+46 31 12 00 12,http://rrs.nu/,,https://lh5.googleusercontent.com/p/AF1QipNcVViuZPpIA9QZKuxjrpRyHtZDun42aTAIOS9-=w163-h92-k-no,,,
10,Spikat Burgers Göteborg,ChIJ9XIsBkHzT0YR5aA2a2Ypiww,0x464ff341062c72f5:0xc8b29666b36a0e5,903861670080061669,https://serpapi.com/search.json?data_id=0x464ff341062c72f5%3A0xc8b29666b36a0e5&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff341062c72f5%3A0xc8b29666b36a0e5&engine=google_maps_photos&hl=sv,"{'latitude': 57.695644699999995, 'longitude': 11.9230989}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff341062c72f5%3A0xc8b29666b36a0e5%218m2%213d57.695644699999995%214d11.9230989&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.2,124.0,,Hamburgerrestaurang,"Karl Johansgatan 58, 414 56 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '11–00', 'fredag': '11–00', 'lördag': '12–00', 'söndag': '12–00', 'måndag': '11–00', 'tisdag': '11–00', 'onsdag': '11–00'}",+46 76 591 43 03,http://instagram.com/spikatgbg,,https://lh5.googleusercontent.com/p/AF1QipNrJjjyIPTEKV7DySNHNec-DuZYkngOuyCWZPtm=w91-h92-k-no,,,
11,The Bishops Arms - Järntorget,ChIJTxErBkLzT0YRaBjgXzO9-UQ,0x464ff342062b114f:0x44f9bd335fe01868,4970211692129556584,https://serpapi.com/search.json?data_id=0x464ff342062b114f%3A0x44f9bd335fe01868&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff342062b114f%3A0x44f9bd335fe01868&engine=google_maps_photos&hl=sv,"{'latitude': 57.6994757, 'longitude': 11.9528498}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff342062b114f%3A0x44f9bd335fe01868%218m2%213d57.6994757%214d11.9528498&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,3.9,1178.0,$$,Gastropub,"Järntorget 6, 413 04 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '16–23', 'fredag': '12–01', 'lördag': '12–01', 'söndag': '14–22', 'måndag': '16–22', 'tisdag': '16–22', 'onsdag': '16–23'}",+46 31 24 00 50,http://www.bishopsarms.com/Goteborg___Jarntorget,,https://lh5.googleusercontent.com/p/AF1QipMK0lzFLgKWF_vSFPU090raF2UkRuAGXmmK827g=w122-h92-k-no,,,
13,Beijing Courtyard - Kinarestaurang Göteborg,ChIJ03bqquj0T0YRQML3OKfbTTE,0x464ff4e8aaea76d3:0x314ddba738f7c240,3552737192326971968,https://serpapi.com/search.json?data_id=0x464ff4e8aaea76d3%3A0x314ddba738f7c240&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4e8aaea76d3%3A0x314ddba738f7c240&engine=google_maps_photos&hl=sv,"{'latitude': 57.7476482, 'longitude': 11.984609599999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4e8aaea76d3%3A0x314ddba738f7c240%218m2%213d57.7476482%214d11.984609599999999&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.4,530.0,$$,Kinesisk restaurang,"Rimmaregatan 1, 422 55 Hisings Backa, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–20', 'lördag': '13–20', 'söndag': '13–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 31 52 48 88,,,https://lh5.googleusercontent.com/p/AF1QipN7tK9J_jenn0Bjovu0oje65gPOEs_LmJJaEQgE=w138-h92-k-no,,True,
14,Odins Parkgrill,ChIJfYRpLHzzT0YRPzNRJXCbpaA,0x464ff37c2c69847d:0xa0a59b702551333f,11575829323190448959,https://serpapi.com/search.json?data_id=0x464ff37c2c69847d%3A0xa0a59b702551333f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37c2c69847d%3A0xa0a59b702551333f&engine=google_maps_photos&hl=sv,"{'latitude': 57.709876599999994, 'longitude': 11.984838199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37c2c69847d%3A0xa0a59b702551333f%218m2%213d57.709876599999994%214d11.984838199999999&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.1,735.0,$$,Grillrestaurang,"Odinsplatsen 11, 411 02 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '10–00', 'fredag': '10–02', 'lördag': '10–02', 'söndag': '10–00', 'måndag': '10–00', 'tisdag': '10–00', 'onsdag': '10–00'}",+46 31 15 02 92,https://www.odinsparkgrill.se/,,https://lh5.googleusercontent.com/p/AF1QipO0ozP-kAar4EkHi2o4FnvB4rNsCL6jP32ZSZeP=w122-h92-k-no,,,
15,Tokyo 88,ChIJX3Fz-WTzT0YRWqfg2Oxcd1M,0x464ff364f973715f:0x53775cecd8e0a75a,6014377999697225562,https://serpapi.com/search.json?data_id=0x464ff364f973715f%3A0x53775cecd8e0a75a&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff364f973715f%3A0x53775cecd8e0a75a&engine=google_maps_photos&hl=sv,"{'latitude': 57.705657099999996, 'longitude': 11.966544899999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff364f973715f%3A0x53775cecd8e0a75a%218m2%213d57.705657099999996%214d11.966544899999999&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.0,502.0,$,Japansk restaurang,"Drottninggatan 28, 411 14 Göteborg, Sverige",Stänger snart ⋅ 20:30 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 20:30 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–20:30', 'fredag': '11–21', 'lördag': '11:30–20:30', 'söndag': '11:30–20', 'måndag': '11–20:30', 'tisdag': '11–20:30', 'onsdag': '11–20:30'}",+46 31 333 15 55,http://tokyo88.se/,,https://lh5.googleusercontent.com/p/AF1QipM7mIUWg3tE8NB1VPiasHcxUoVTPKXLT0yfYF0D=w80-h106-k-no,,,
16,Gandhi Mahal,ChIJTU-RkynzT0YRowXD5xZ_etg,0x464ff32993914f4d:0xd87a7f16e7c305a3,15598919995705460131,https://serpapi.com/search.json?data_id=0x464ff32993914f4d%3A0xd87a7f16e7c305a3&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff32993914f4d%3A0xd87a7f16e7c305a3&engine=google_maps_photos&hl=sv,"{'latitude': 57.6874975, 'longitude': 11.9825971}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff32993914f4d%3A0xd87a7f16e7c305a3%218m2%213d57.6874975%214d11.9825971&engine=google_maps&google_domain=google.se&hl=sv&start=160&type=place,4.2,293.0,$$,Indisk restaurang,"Gibraltargatan 54, 412 58 Göteborg, Sverige",Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–21', 'fredag': '11–21', 'lördag': '13–21', 'söndag': '13–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 14 00 99,http://www.gandhimahal.se/,,https://lh5.googleusercontent.com/p/AF1QipNqWWKU2dqXJyUyeZrODB_qvIsLxp2L06FcJAP5=w122-h92-k-no,,True,
