,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,unclaimed_listing,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,price,description,user_review,Unnamed: 0.1,Unnamed: 0
19,20,Jinx Dynasty,ChIJtVSpeazzT0YRt48FbXqBJlQ,0x464ff3ac79a954b5:0x5426817a6d058fb7,6063676311116025783,https://serpapi.com/search.json?data_id=0x464ff3ac79a954b5%3A0x5426817a6d058fb7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3ac79a954b5%3A0x5426817a6d058fb7&engine=google_maps_photos&hl=sv,"{'latitude': 57.7035729, 'longitude': 11.965806899999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3ac79a954b5%3A0x5426817a6d058fb7%218m2%213d57.7035729%214d11.965806899999999&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.6,418.0,,Restaurang,"Vallgatan 21B, 411 16 Göteborg, Sverige",Stänger snart ⋅ 20 ⋅ Öppnar kl. 12 på lör,Stänger snart ⋅ 20 ⋅ Öppnar kl. 12 på lör,"{'fredag': '11–20', 'lördag': '12–21', 'söndag': '12–20:30', 'måndag': '11–15', 'tisdag': '11–15', 'onsdag': '11–19', 'torsdag': '11–19'}",+46 73 525 98 46,https://www.jinxfoodtruck.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipP9-OQi3tiIr3Vmi0fy3cSKFUIt-z-XsMNZm_32=w163-h92-k-no,,,,,
0,1,Sausage Haus,ChIJK_vohWPzT0YRX6ZDA7b-VAs,0x464ff36385e8fb2b:0xb54feb60343a65f,816557490153170527,https://serpapi.com/search.json?data_id=0x464ff36385e8fb2b%3A0xb54feb60343a65f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36385e8fb2b%3A0xb54feb60343a65f&engine=google_maps_photos&hl=sv,"{'latitude': 57.7100277, 'longitude': 11.9725114}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36385e8fb2b%3A0xb54feb60343a65f%218m2%213d57.7100277%214d11.9725114&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.8,41.0,True,Snabbmat,"Nils Ericsonsgatan 17, 411 03 Göteborg, Sverige",Stängt ⋅ Öppnar lör kl. 11,Stängt ⋅ Öppnar lör kl. 11,"{'fredag': '11–18', 'lördag': '11–18', 'söndag': '11–18', 'måndag': '11–18', 'tisdag': '11–18', 'onsdag': '11–18', 'torsdag': '11–18'}",+46 31 15 68 55,,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMhdCHGgAn4cHBlYs3CYXRrwcfc6iNUT0Gn65Pd=w122-h92-k-no,,,,,
1,2,meet,ChIJkWFDQXHzT0YREVITPVDaaQY,0x464ff37141436191:0x669da503d135211,462140474939101713,https://serpapi.com/search.json?data_id=0x464ff37141436191%3A0x669da503d135211&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37141436191%3A0x669da503d135211&engine=google_maps_photos&hl=sv,"{'latitude': 57.6975403, 'longitude': 11.977685}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37141436191%3A0x669da503d135211%218m2%213d57.6975403%214d11.977685&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.5,664.0,True,"Kötträtter, restaurang","Geijersgatan 12, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'fredag': '17–01', 'lördag': '17–01', 'söndag': 'Stängt', 'måndag': '17–23:30', 'tisdag': '17–23:30', 'onsdag': '17–23:30', 'torsdag': '17–23:30'}",+46 31 18 05 50,http://www.restaurangmeet.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNNFQ4Q6NoID0Cd7jA7ktvqQzizE1w4_ZqN0Mxo=w199-h92-k-no,$$$,,,,
2,3,New Delhi,ChIJ8S6KHWzzT0YRbxAVxrJk16A,0x464ff36c1d8a2ef1:0xa0d764b2c615106f,11589842885051486319,https://serpapi.com/search.json?data_id=0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f&engine=google_maps_photos&hl=sv,"{'latitude': 57.6979307, 'longitude': 11.963561499999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36c1d8a2ef1%3A0xa0d764b2c615106f%218m2%213d57.6979307%214d11.963561499999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.0,472.0,,Indisk restaurang,"Vasagatan 4, 411 24 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '12–23', 'söndag': '13–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 13 18 78,http://newdelhigbg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNpryXG9s4UjDH_aKbgzhe_4FQ9za5qLYNA8a2c=w201-h92-k-no,$,,,,
3,4,Café Prego,ChIJT-7R82PzT0YR-cY2oT4qg3k,0x464ff363f3d1ee4f:0x79832a3ea136c6f9,8755888549019436793,https://serpapi.com/search.json?data_id=0x464ff363f3d1ee4f%3A0x79832a3ea136c6f9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff363f3d1ee4f%3A0x79832a3ea136c6f9&engine=google_maps_photos&hl=sv,"{'latitude': 57.7094223, 'longitude': 11.9686729}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff363f3d1ee4f%3A0x79832a3ea136c6f9%218m2%213d57.7094223%214d11.9686729&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.4,10.0,True,Restaurang,"Spannmålsgatan 20, 411 05 Göteborg, Sverige",Stänger snart ⋅ 20 ⋅ Öppnar kl. 10 på lör,Stänger snart ⋅ 20 ⋅ Öppnar kl. 10 på lör,"{'fredag': '10–20', 'lördag': '10–18', 'söndag': '10–18', 'måndag': '10–20', 'tisdag': '10–20', 'onsdag': '10–20', 'torsdag': '10–20'}",+46 31 80 66 07,,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPpOZfWOpWWwcNOl-RfA9E5zjzh_XppIR3bcIUb=w163-h92-k-no,,,,,
4,5,Mikado,ChIJN5gGdXfzT0YRbbIALIvVQEQ,0x464ff37775069837:0x4440d58b2c00b26d,4918165586803995245,https://serpapi.com/search.json?data_id=0x464ff37775069837%3A0x4440d58b2c00b26d&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37775069837%3A0x4440d58b2c00b26d&engine=google_maps_photos&hl=sv,"{'latitude': 57.7001724, 'longitude': 11.9850453}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37775069837%3A0x4440d58b2c00b26d%218m2%213d57.7001724%214d11.9850453&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.4,793.0,,Japansk restaurang,"Sten Sturegatan 42, 412 52 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '16–23', 'lördag': '13–23', 'söndag': '13–21', 'måndag': '16–22:30', 'tisdag': '16–22:30', 'onsdag': '16–22:30', 'torsdag': '16–22:30'}",+46 31 81 14 03,http://www.mikadogoteborg.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPaiPLnS3rsKQKIHDy4heEZhgNgQEyI8yqEr6vn=w163-h92-k-no,$$,,,,
5,6,O'Learys,ChIJGXFjYGPzT0YR0IzK9YYYWZs,0x464ff36360637119:0x9b591886f5ca8cd0,11194005316734454992,https://serpapi.com/search.json?data_id=0x464ff36360637119%3A0x9b591886f5ca8cd0&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36360637119%3A0x9b591886f5ca8cd0&engine=google_maps_photos&hl=sv,"{'latitude': 57.7085884, 'longitude': 11.973611199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36360637119%3A0x9b591886f5ca8cd0%218m2%213d57.7085884%214d11.973611199999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.5,1543.0,,Amerikansk restaurang,"Drottningtorget 5, 411 03 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '11–23', 'söndag': '11–23', 'måndag': '11–23', 'tisdag': '11–23', 'onsdag': '11–23', 'torsdag': '11–23'}",+46 31 15 01 78,https://olearys.se/goteborg-central/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNEcSF79Ld6IMTbTtS2XWA-UrWPuMcfVUOCqh4z=w92-h92-k-no,$$,,,,
6,7,Taco Bar,ChIJccbxRnzzT0YRG9Alb1TIlIE,0x464ff37c46f1c671:0x8194c8546f25d01b,9337308192413437979,https://serpapi.com/search.json?data_id=0x464ff37c46f1c671%3A0x8194c8546f25d01b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37c46f1c671%3A0x8194c8546f25d01b&engine=google_maps_photos&hl=sv,"{'latitude': 57.7088178, 'longitude': 11.9739635}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37c46f1c671%3A0x8194c8546f25d01b%218m2%213d57.7088178%214d11.9739635&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.2,93.0,,Tacorestaurang,"Drottningtorget 5, 411 03 Göteborg, Sverige",Stänger snart ⋅ 20 ⋅ Öppnar kl. 11 på lör,Stänger snart ⋅ 20 ⋅ Öppnar kl. 11 på lör,"{'fredag': '11–20', 'lördag': '11–20', 'söndag': '11–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20', 'torsdag': '11–20'}",+46 73 688 16 45,http://www.tacobar.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNvT4CBsyMgrsDYw-OfVFZzFBpSYy-AbKkktitq=w122-h92-k-no,$$,,,,
7,8,Today Sushi Göteborg,ChIJd77NO2bzT0YRczHU3AnId5M,0x464ff3663bcdbe77:0x9377c809dcd43173,10626181790489129331,https://serpapi.com/search.json?data_id=0x464ff3663bcdbe77%3A0x9377c809dcd43173&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3663bcdbe77%3A0x9377c809dcd43173&engine=google_maps_photos&hl=sv,"{'latitude': 57.7046679, 'longitude': 11.9620666}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3663bcdbe77%3A0x9377c809dcd43173%218m2%213d57.7046679%214d11.9620666&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.0,76.0,,Sushirestaurang,"Magasinsgatan 8, 411 18 Göteborg, Sverige",Stängt ⋅ Öppnar lör kl. 11,Stängt ⋅ Öppnar lör kl. 11,"{'fredag': '11–19', 'lördag': '11–17', 'söndag': 'Stängt', 'måndag': '11–19', 'tisdag': '11–19', 'onsdag': '11–19', 'torsdag': '11–19'}",+46 31 701 72 02,https://www.foodora.se/restaurant/tbdw/today-sushi?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNxuk_wl2mwoTEALXYqtqwQ-z70fmpQs0O-lOos=w137-h92-k-no,,,,,
8,9,Yubi - Asiatisk Restaurang Göteborg,ChIJCYAWYm_zT0YROL2iVvVq3Bo,0x464ff36f62168009:0x1adc6af556a2bd38,1935539541815508280,https://serpapi.com/search.json?data_id=0x464ff36f62168009%3A0x1adc6af556a2bd38&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36f62168009%3A0x1adc6af556a2bd38&engine=google_maps_photos&hl=sv,"{'latitude': 57.703281999999994, 'longitude': 11.9667851}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36f62168009%3A0x1adc6af556a2bd38%218m2%213d57.703281999999994%214d11.9667851&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.1,541.0,,Asiatisk restaurang,"Kungstorget 3, 411 17 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11–22', 'lördag': '12–22', 'söndag': 'Stängt', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21', 'torsdag': '11–21'}",+46 31 701 88 19,https://yubiasia.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipN8KtRQ3hSgVgKgSWIrmb9MutqqPHuQMUAZ6ZQP=w138-h92-k-no,$$,,,,
9,10,Wei Wei Asian Eatery,ChIJy7gndGTzT0YRGqrkY9VzPq0,0x464ff3647427b8cb:0xad3e73d563e4aa1a,12483542577458752026,https://serpapi.com/search.json?data_id=0x464ff3647427b8cb%3A0xad3e73d563e4aa1a&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3647427b8cb%3A0xad3e73d563e4aa1a&engine=google_maps_photos&hl=sv,"{'latitude': 57.7084718, 'longitude': 11.969274799999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3647427b8cb%3A0xad3e73d563e4aa1a%218m2%213d57.7084718%214d11.969274799999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.9,410.0,True,Kinesisk restaurang,"Postgatan 26, 411 06 Göteborg, Sverige",Stänger snart ⋅ 20 ⋅ Öppnar kl. 10 på lör,Stänger snart ⋅ 20 ⋅ Öppnar kl. 10 på lör,"{'fredag': '10–20', 'lördag': '10–18', 'söndag': '10–18', 'måndag': '10–20', 'tisdag': '10–20', 'onsdag': '10–20', 'torsdag': '10–20'}",+46 31 80 00 07,http://weiwei.nu/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipMXwVnB43c4gmIgv2vpUXX6a2Ll3H3E2OTR1pKs=w163-h92-k-no,,,,,
10,11,Okinawa sushi,ChIJiaeol6j0T0YRVNUuhJfYhAs,0x464ff4a897a8a789:0xb84d897842ed554,830026376612336980,https://serpapi.com/search.json?data_id=0x464ff4a897a8a789%3A0xb84d897842ed554&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4a897a8a789%3A0xb84d897842ed554&engine=google_maps_photos&hl=sv,"{'latitude': 57.7209648, 'longitude': 11.9443944}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4a897a8a789%3A0xb84d897842ed554%218m2%213d57.7209648%214d11.9443944&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.1,208.0,,Sushirestaurang,"Kville Saluhall, Gustaf Dalénsgatan 2, 417 05 Göteborg, Sverige",Öppet ⋅ Stänger 21,Öppet ⋅ Stänger 21,"{'fredag': '11–21', 'lördag': '11–21', 'söndag': 'Stängt', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21', 'torsdag': '11–21'}",+46 31 21 66 68,http://www.okinawas.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPMuNvkgyRrnEWjnGg_ncxXh7S0fSm0gk5h6E2q=w80-h106-k-no,,,,,
11,12,Bror & Bord - lunch & frukost,ChIJy5Bew7jzT0YR4J-xTR-Xrpg,0x464ff3b8c35e90cb:0x98ae971f4db19fe0,11001897100415967200,https://serpapi.com/search.json?data_id=0x464ff3b8c35e90cb%3A0x98ae971f4db19fe0&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3b8c35e90cb%3A0x98ae971f4db19fe0&engine=google_maps_photos&hl=sv,"{'latitude': 57.703969699999995, 'longitude': 11.9838136}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3b8c35e90cb%3A0x98ae971f4db19fe0%218m2%213d57.703969699999995%214d11.9838136&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.5,91.0,,Lunchrestaurang,"Bohusgatan 15, 411 39 Göteborg, Sverige",Stängt ⋅ Öppnar mån kl. 06,Stängt ⋅ Öppnar mån kl. 06,"{'fredag': '06–14:30', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '06–14:30', 'tisdag': '06–14:30', 'onsdag': '06–14:30', 'torsdag': '06–14:30'}",+46 31 15 55 82,http://brorochbord.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipMn-cO7zjJCqSdNEXgCdkiiJM8EjNJDzhEVu4VU=w99-h92-k-no,$$,"Trivsam bistro för frukost och lunch. Informell restaurang med traditionell frukost- och lunchmat samt smoothies, te och kaffe.",,,
12,13,Indian Village | Restaurang & Bar,ChIJKXk902_zT0YRDj-4zDrTm4I,0x464ff36fd33d7929:0x829bd33accb83f0e,9411348095816974094,https://serpapi.com/search.json?data_id=0x464ff36fd33d7929%3A0x829bd33accb83f0e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36fd33d7929%3A0x829bd33accb83f0e&engine=google_maps_photos&hl=sv,"{'latitude': 57.7085918, 'longitude': 11.985253199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36fd33d7929%3A0x829bd33accb83f0e%218m2%213d57.7085918%214d11.985253199999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.6,91.0,,Restaurang,"Folkungagatan 12, 411 02 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'fredag': '11–22:30', 'lördag': '13–22:30', 'söndag': '13–21:30', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 387 37 32,https://indianvillagegbg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPwJuCaFf3t4L9RBNYGWnIRjhSTrTAaBYUygAja=w163-h92-k-no,$$,,,,
13,14,Restaurang Metropolitan,ChIJu4ttrvTzT0YRqe9DjiZhvok,0x464ff3f4ae6d8bbb:0x89be61268e43efa9,9925477446994620329,https://serpapi.com/search.json?data_id=0x464ff3f4ae6d8bbb%3A0x89be61268e43efa9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3f4ae6d8bbb%3A0x89be61268e43efa9&engine=google_maps_photos&hl=sv,"{'latitude': 57.708952399999994, 'longitude': 11.9738226}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3f4ae6d8bbb%3A0x89be61268e43efa9%218m2%213d57.708952399999994%214d11.9738226&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,2.1,11.0,True,Restaurang,"Centralstationen spår, 3-4, 411 03 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11–22', 'lördag': '11–22', 'söndag': '11–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",,,{'servering': True},https://lh5.googleusercontent.com/p/AF1QipOQKkPWdE4KhvTjDRUa7qxCkRxIza80GtA8Ka49=w122-h92-k-no,,,,,
14,15,"Sun Sushi, Boba & Asian Wok",ChIJSxmgnWTzT0YRpgzmefoR1kM,0x464ff3649da0194b:0x43d611fa79e60ca6,4888114213041867942,https://serpapi.com/search.json?data_id=0x464ff3649da0194b%3A0x43d611fa79e60ca6&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3649da0194b%3A0x43d611fa79e60ca6&engine=google_maps_photos&hl=sv,"{'latitude': 57.7081618, 'longitude': 11.972534}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3649da0194b%3A0x43d611fa79e60ca6%218m2%213d57.7081618%214d11.972534&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.3,215.0,,Asiatisk restaurang,"Drottningtorget 4, 411 03 Göteborg, Sverige",Stänger snart ⋅ 20 ⋅ Öppnar kl. 11 på lör,Stänger snart ⋅ 20 ⋅ Öppnar kl. 11 på lör,"{'fredag': '11–20', 'lördag': '11–20', 'söndag': '11–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20', 'torsdag': '11–20'}",+46 31 15 91 80,https://www.facebook.com/pages/Sun-Sushi/505226742826049?nr,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMY0JENn45yzPi1GOxOdf-aDHUe0J8gDQTdoAw=w122-h92-k-no,$$,,,,
15,16,Göteborgs Döner & Burgare,ChIJl_RKOKPzT0YR45pvWfq8TNA,0x464ff3a3384af497:0xd04cbcfa596f9ae3,15009579441547352803,https://serpapi.com/search.json?data_id=0x464ff3a3384af497%3A0xd04cbcfa596f9ae3&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3a3384af497%3A0xd04cbcfa596f9ae3&engine=google_maps_photos&hl=sv,"{'latitude': 57.698141, 'longitude': 11.949978699999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3a3384af497%3A0xd04cbcfa596f9ae3%218m2%213d57.698141%214d11.949978699999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.7,19.0,,Lunchrestaurang,"Nordhemsgatan 28, 413 06 Göteborg, Sverige",Stängt ⋅ Öppnar lör kl. 10,Stängt ⋅ Öppnar lör kl. 10,"{'fredag': '10–18', 'lördag': '10–18', 'söndag': 'Stängt', 'måndag': '10–18', 'tisdag': '10–18', 'onsdag': '10–18', 'torsdag': '10–18'}",+46 31 21 25 00,http://www.gbgdoner.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNpaC3eKRr3FCfoLpxkjKvQk1DgUnc_GXkLM6OA=w80-h106-k-no,,,,,
16,17,Restaurang Pocket by Pontus,ChIJ8dPLoaTzT0YRf_G-qZULMhw,0x464ff3a4a1cbd3f1:0x1c320b95a9bef17f,2031699119323410815,https://serpapi.com/search.json?data_id=0x464ff3a4a1cbd3f1%3A0x1c320b95a9bef17f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3a4a1cbd3f1%3A0x1c320b95a9bef17f&engine=google_maps_photos&hl=sv,"{'latitude': 57.712150599999994, 'longitude': 11.972374499999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3a4a1cbd3f1%3A0x1c320b95a9bef17f%218m2%213d57.712150599999994%214d11.972374499999999&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.2,44.0,True,Restaurang,"Gullbergsvassgatan 2, 414 02 Göteborg, Sverige",Stängt ⋅ Öppnar mån kl. 07:30,Stängt ⋅ Öppnar mån kl. 07:30,"{'fredag': '07:30–16:30', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '07:30–16:30', 'tisdag': '07:30–16:30', 'onsdag': '07:30–16:30', 'torsdag': '07:30–16:30'}",+46 31 14 45 55,http://pontusfrithiof.com/pocket-in-the-house/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNMEYROtbI3Bg6hFgS0SdJ0_7t5qVEjjxP8jggh=w122-h92-k-no,,,,,
17,18,Restauranger muchachos,ChIJ_8d5u3bzT0YRxr-Ft5mXZkY,0x464ff376bb79c7ff:0x46669799b785bfc6,5072908716744228806,https://serpapi.com/search.json?data_id=0x464ff376bb79c7ff%3A0x46669799b785bfc6&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff376bb79c7ff%3A0x46669799b785bfc6&engine=google_maps_photos&hl=sv,"{'latitude': 57.70887, 'longitude': 11.97456}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff376bb79c7ff%3A0x46669799b785bfc6%218m2%213d57.70887%214d11.97456&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,,,True,Restaurang,"411 03 Göteborg, Sverige",,,,,,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",,,,,,
18,19,Hawaii Pizzeria,ChIJc1SXo62MT0YRpi4r1I0C7Ok,0x464f8cada3975473:0xe9ec028dd42b2ea6,16855850313514167974,https://serpapi.com/search.json?data_id=0x464f8cada3975473%3A0xe9ec028dd42b2ea6&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8cada3975473%3A0xe9ec028dd42b2ea6&engine=google_maps_photos&hl=sv,"{'latitude': 57.7095893, 'longitude': 11.9175229}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8cada3975473%3A0xe9ec028dd42b2ea6%218m2%213d57.7095893%214d11.9175229&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,4.4,370.0,,Pizzeria,"Stålhandskegatan 12, 418 76 Göteborg, Sverige",Öppet ⋅ Stänger 21:30,Öppet ⋅ Stänger 21:30,"{'fredag': '11–21:30', 'lördag': '11–21:30', 'söndag': '11–21:30', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21', 'torsdag': '11–21'}",+46 31 51 19 91,https://hawaii-pizzeria.blogspot.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOu04j3B94JEzJ3SYoC2okvb_2sCHjHuljb6M4y=w80-h106-k-no,$$,,,,
19,20,Yaki-Da Restaurang & Nattklubb,ChIJ66YmH3DzT0YRTaf4kMKTTvo,0x464ff3701f26a6eb:0xfa4e93c290f8a74d,18036516021530568525,https://serpapi.com/search.json?data_id=0x464ff3701f26a6eb%3A0xfa4e93c290f8a74d&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3701f26a6eb%3A0xfa4e93c290f8a74d&engine=google_maps_photos&hl=sv,"{'latitude': 57.7013584, 'longitude': 11.9726485}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3701f26a6eb%3A0xfa4e93c290f8a74d%218m2%213d57.7013584%214d11.9726485&engine=google_maps&google_domain=google.se&hl=sv&start=80&type=place,3.9,1067.0,,Nattklubb,"Storgatan 47, 411 38 Göteborg, Sverige",Öppet ⋅ Stänger 04,Öppet ⋅ Stänger 04,"{'fredag': '17–04', 'lördag': '20–04', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '20–03', 'torsdag': 'Stängt'}",+46 31 96 02 00,http://www.yaki-da.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMbQ-PC3gsVtXpZGezBPmgm6jNSJPG2GmOj5Yu-=w86-h92-k-no,$$,,,,
